Comment,Sentiment
for dollar350 that umbrella better let me fly like mary poppins,LABEL_1
imagine if you lose that dollar350 on umbrella,LABEL_0
why not just put tape ,LABEL_1
just fly,LABEL_1
anyone else rather get wet then spend that kind of money on an umbrella ,LABEL_0
imagine having to pay dollar350 for a umbrella this post comes from the hoodie gang,LABEL_0
nobody noticed when the wind machine started up it sounded like a car,LABEL_1
honey get the shotgun,LABEL_1
 0 30 did he say virginity,LABEL_1
most indestructible tell me if that makes sense ,LABEL_1
 0 51 dafuq ,LABEL_1
i want to fly away with umbrella,LABEL_1
not planning on using an umbrella during a hurricane ,LABEL_0
i would rather get wet than spend 350 on that umbrella,LABEL_0
good quality but over priced for someone like me and i do not value umbrellas like that to invest that amount ,LABEL_0
it is really 2020 out here ,LABEL_1
i do not remember the last time i used umbrella ,LABEL_1
i deadass have a 20 dollar one that does the same hting had it in 70 mph wind and it does the wsame thing doesnt break but goes inside out,LABEL_1
fortnite players b r e a t h i n g h e a v i l y ,LABEL_1
the woman with the wind machine is trying to be lisa guerrero ,LABEL_1
if you are not flying its not worth buying ,LABEL_0
where im from i would have to pay 2 800 dollars for my umberella i think ill just use a 51 dollar umbrella and raincoat,LABEL_1
hope his lifetime warranty for that price,LABEL_1
where is lisa guerrero ,LABEL_1
do not go out when it is windy and save the 350dollar,LABEL_0
does anyone know what happens to the babysitter in the ad lol,LABEL_1
wind and rain never hurt me dollar350 ,LABEL_1
still not worth dollar350 i will give you dollar10,LABEL_0
but i still get struck with lightning,LABEL_1
so that is how marry poppins does it,LABEL_1
free ad lol ,LABEL_1
breaking news hahahahah,LABEL_1
some young kid is gunna strap that to something and see how far it goes if i had that when i was 8 i would have put it on a toy inflatable boat xd,LABEL_1
i have an idea for a different unbreakble one and make it it out of metal,LABEL_1
,
i would hate to leave that umbrella on the bus ,LABEL_0
i can not seem to stop myself from asking for a warranty still lol,LABEL_0
new fortnite glider lookin slick ,LABEL_2
that is is not worth dollar350,LABEL_0
lisa guerrero would have confronted that windmachine ,LABEL_1
wind machine hmmmmm i wonder if it is a fan ,LABEL_1
ok so now i can finally jump out of plane with a umbrella ,LABEL_2
we have been in the afghanistan war for 17 years murdering kids based on a lie inside edition ,LABEL_0
is it bulletproof ,LABEL_1
if it last forever i will buy it ,LABEL_2
unnecessary solutions to first world problems,LABEL_0
but why is it made in china for 350 lol,LABEL_1
i like the green one,LABEL_2
most things can be solved if you throw enough money at it ,LABEL_2
omg i am gonna review this umbrella on my channel but i am gonna put it through some real tests not that weak adollardollar wind machine  ,LABEL_1
so the umbrella does turn inside out ,LABEL_1
umbrella maker we are mary poppins y all,LABEL_1
why am i watching this ,LABEL_0
category 5 hurricanes be like hold my beer ,LABEL_1
i can buy 70 umbrellas in that price ,LABEL_1
thank god it was not created marilyn munro time ,LABEL_2
random umbrella company we stop wind wind in 2025 nony,LABEL_1
if it doesnt flip inside out the pressure will pull you to the ground so thank goodness it still goes inside out lol but i do admit i would love to see president trump fall over in a wind storm,LABEL_1
wow look what happened ,LABEL_1
 this imbrella is indestructible  gone with the wind ,LABEL_1
i got a hacked transfer of dollar21 000 from expeditetools com directly to my bank account ,LABEL_0
just buy a poncho ,LABEL_1
dollar350 i will just stay home,LABEL_1
is this the umbrella mary poppins uses,LABEL_1
fan   wind machine ,LABEL_1
shoot it with a shotgun easy way to destroy any umbrella  ,LABEL_0
you actually want the umbrella to flip inside out when put through high wind otherwise it will create more drag and cause the user to lose balance a more useful umbrella would be able to freely change between normal and flipped ,LABEL_1
trump i am aboutta fly,LABEL_1
for how much ,LABEL_1
only the zoomers use umbrellas,LABEL_1
 it still sucks and not worth no dang dollar350 i will still get soaked if it is raining so what is the point ,LABEL_0
these news reporters need those umbrellas more than we do stay dry y all ,LABEL_1
raincoat gang wya,LABEL_1
inside edition with a wind machine me fears entering the comments section ,LABEL_0
that is the umbrella mary poppins has,LABEL_1
me youtube algorithm u m b r e l l a t i m e,LABEL_1
thats not the president ,LABEL_0
give me 3 5 weeks i may not destroy it but it will be broken ,LABEL_0
let just say it cost to much to be doing the same thing you would think that it would not bend like the other ones dollar350 highway robbery ,LABEL_0
where is lisa gaurero,LABEL_1
ooooof,LABEL_1
inside out edition,LABEL_1
i have homework to do why am i watching this ,LABEL_0
the bdo piraaaa ,LABEL_1
who is the moron that will have a umbrella open at those speeds  ,LABEL_0
just wear a hood,LABEL_1
anything can be made indestructible ,LABEL_2
never had an umbrella that last through a storm,LABEL_1
this really is a paid advertisement if you did not catch it guys i would not buy this dollar350 ,LABEL_0
slow news day huh ,LABEL_0
with that price i would rather walk under the rain,LABEL_0
made in china 350 i will take my chances with a dollar5 umbrella ,LABEL_1
thats just an umbrella that does not go inside out but you will fly with the birds ,LABEL_1
dollar350 for a dang umbrella what a freaking rip off ,LABEL_0
on this week is why is this trending  ,LABEL_1
can not wait for part 2 testing heat rounds on indestructible umbrella,LABEL_2
imagine watching that lady just wondering what on earth she is doing holding an umbrela in perfect weather,LABEL_1
what president,LABEL_0
if i can not mary poppins my way out of the storm what is the point of the umbrella,LABEL_1
dollar350 fr an umbrella that still flips inside out k ,LABEL_1
journalism at its finest,LABEL_1
thanks for paid infomercial ,LABEL_2
just get a rain coat,LABEL_1
really this made the news,LABEL_1
good review thanks,LABEL_2
this inside edition brought to you by davek ,LABEL_1
i will believe it is indestructable when mary poppins reviews it,LABEL_1
this guy deadass just tried to make the cheap material used sound expensive lol relaxxxxx total mass manufacturing cost would be about 8 13 dollars for that ,LABEL_0
who buys umbrellas it is human tradition to be paired with an umbrella for some time only for it to abandon us at our most fragile moment cvs discovered by a different soul the cycle completes ,LABEL_1
this is worse than elon musk wrecking the tesla,LABEL_0
it is an ad,LABEL_0
so the 350dollar umbrella can fly away from you ,LABEL_1
it is supposed to flop like that so you do not fly away with it when the wind hits lol also will not fly through your hands when it flops ,LABEL_1
imma make a house out of these umbrellas so i can survive nuclear ww3,LABEL_1
just wait till someone left one somewhere,LABEL_1
for dollar350 it better not flip inside out amp come w anchoring capabilities,LABEL_1
 mary poppins has entered the chat ,LABEL_1
it is 2020 just stay inside amazon deliverers everything now a days,LABEL_1
just do not go outside lmao,LABEL_0
fire up the wind machine me do u mean fan,LABEL_1
merry poppins entered the chat,LABEL_1
i am still using an old navy umbrella that some girl left in my college dorm in spring semester 2000 ,LABEL_1
thought it would be kingsmans style and i am heavily disappointed,LABEL_0
imagine losing that on the train,LABEL_0
lol you can buy umbrella that do the same thing for like dollar25 on amazon they are called like storm wind proof umbrellas ,LABEL_1
what  that is a rip off lived in the uk in early 2000 and lots of stores sell umbrellas that bends with the wind and will pop right back when flipped it costs under gbp10 and it lasted with me all through my 4 years stay there with zero damage and the uk is known for it is gales and windy rain ,LABEL_1
the thing is  i am never going to break enough 6 or 7 dollar umbrellas to justify buying 350 dollar one ,LABEL_0
why am i laughing ,LABEL_1
wow an umbrella cost dollar350 not from my pocket that is all i need to leave it behind on a bus or for someone to steal it after i paid dollar350 ,LABEL_0
for more weird stories check out our offbeat playlist  ,LABEL_1
friendly advice do not buy this umbrella if you weigh less than 40kg 90lb ,LABEL_0
dollar350 and it still flips inside out ,LABEL_1
this is the real news this is what i want to see everyday ,LABEL_2
this garbage being on trending just shows the normal garbage all over trending is not placed there because it is popular ,LABEL_0
fly like the wind bullseye ,LABEL_1
 wow look what happened hahahahaha 1 06 ,LABEL_2
umbrellas light bulbs and batteries do not trust em,LABEL_0
wait until children start flying through the air,LABEL_0
when she said it even happened to the president i felt that,LABEL_1
that is a fan not a wind machine,LABEL_1
was mary poppins a freak in the sack at night ,LABEL_1
if i do not feel like marry poppins for dollar300 then no,LABEL_0
god hmmmm ,LABEL_1
if its a super windy storm would not you just wear a plastic rain poncho with bucket hat,LABEL_1
same trick with the car ,LABEL_1
another toy for rich people  why would an average joe need that ,LABEL_0
i was hoping that it was going to deflect bullets or something  ,LABEL_1
this is the part where i say take my money  ,LABEL_1
fools make few wholes and it will become undistructable ,LABEL_0
that is really terrible when umbrellas flip over like that i would rather just get the ovelbshap umbrella ,LABEL_0
,
what kind of idiot uses an umbrella in high winds ,LABEL_0
but not worth350,LABEL_0
a commercial made to look like news ,LABEL_1
try burning it ,LABEL_1
imma be the new mary poppins now,LABEL_1
paid endorsement disguised as a review,LABEL_1
dumbest idea ever does nobody realize how many people will get hurt because they get thrown off balance or on their ass exactly because it is more resistant to the wind anyway buy yourselves 70 x 5dollar umbrellas and it will last you much longer if not a lifetime ,LABEL_0
is not an umbrella only for rain never used it if its blowing a lot ,LABEL_1
you are out in the wind for maybe 5 minutes you wanna pay 350 for that go ahead  ,LABEL_1
some solid investigatory journalism here great job ,LABEL_2
all good gifts and perfect gifts comes down from the father of lights in who there is no variableness or shadow or turning jesus said and that faith comes by hearing and hearing by the word of god  we must be willing to turn from sin to receive jesus forgiveness and to know and live out his teachings kjv nkjv ,LABEL_2
do not have to worry about braking the umbrella try not to hurt yourself ,LABEL_1
this is real news,LABEL_2
but 350 really is it laced coated gold on some metal parts ,LABEL_1
the umbrella will not break but your legs will ,LABEL_1
and someone made a good point that smelled like paid advertisement ,LABEL_0
i would hold the umbrella for these two beautiful ladies but an umbrella for dollar350 is not worth it when you can buy one for dollar5 99 or dollar6 99 you can have a pile of umbrellas for dollar350 about 50 umbrellas for the same price and that is the dollar6 99 ones extra large and that was in a store yesterday january 18th 20 20 probably even cheaper online there is no way one umbrella is going to outlast 50 umbrellas and of course do not try to hold the umbrella against the wind in the wrong direction ,LABEL_1
